domain phylum class order family genus species tax_id tax_level 	CRR125950_0.5.bracken_frac CRR125950_0.90.bracken_frac CRR125950_0.95.bracken_frac CRR125950_0.99.bracken_frac CRR125950_0.bracken_frac CRR125950_1.bracken_frac 
Bacteria Cyanobacteria NA Nostocales Hapalosiphonaceae Fischerella Fischerella sp. NIES-3754 	S 0.00000 0.00000 0.00000 0.00000 0.00002 0.00000 
Bacteria Fusobacteria Fusobacteriia Fusobacteriales Leptotrichiaceae Leptotrichia Leptotrichia buccalis 40542 	0 0 0 0 11 0 
Bacteria Proteobacteria Alphaproteobacteria Holosporales Holosporaceae Candidatus Nesciobacter Candidatus Nesciobacter 	2601668 0 0 0 0 1 0 
Bacteria Proteobacteria Alphaproteobacteria Rhizobiales Rhizobiaceae Rhizobium Rhizobium sp. NIBRBAC000502774 	S 0.00000 0.00000 0.00000 0.00000 0.00014 0.00000 
Bacteria Proteobacteria Gammaproteobacteria Pseudomonadales Pseudomonadaceae Pseudomonas Pseudomonas sp. NIBRBAC000502773 	S 0.00000 0.00000 0.00000 0.00000 0.00002 0.00000 
Bacteria Proteobacteria Gammaproteobacteria Vibrionales Vibrionaceae Vibrio Vibrio mimicus 674 	0 0 0 0 3 0 
Bacteria Proteobacteria Gammaproteobacteria Vibrionales Vibrionaceae Vibrio Vibrio parahaemolyticus 670 	0 0 0 0 1 0 
Bacteria Proteobacteria Alphaproteobacteria Rhodobacterales Rhodobacteraceae Celeribacter Celeribacter ethanolicus 1758178 	0 0 0 0 11 0 
Bacteria Proteobacteria Alphaproteobacteria Rhodospirillales Acetobacteraceae Neoasaia Neoasaia chiangmaiensis 320497 	0 0 0 0 1 0 
Bacteria Firmicutes Clostridia Clostridiales Clostridiaceae Clostridium Clostridium baratii 1561 	0 0 0 0 2 0 
Bacteria Actinobacteria Acidimicrobiia Acidimicrobiales Ilumatobacteraceae Ilumatobacter Ilumatobacter coccineus 467094 	0 0 0 0 60 0 
Bacteria Bacteroidetes Flavobacteriia Flavobacteriales Weeksellaceae Chryseobacterium Chryseobacterium piperi 558152 	0 0 0 0 1 0 
Bacteria Firmicutes Bacilli Lactobacillales Carnobacteriaceae Carnobacterium Carnobacterium sp. CP1 	S 0.00000 0.00000 0.00000 0.00000 0.00002 0.00000 
Bacteria Bacteroidetes Flavobacteriia Flavobacteriales Flavobacteriaceae Flavobacterium Flavobacterium johnsoniae 986 	0 0 0 0 3 0 
Bacteria Proteobacteria Deltaproteobacteria Myxococcales Polyangiaceae Sorangium Sorangium cellulosum 56 	0 0 0 0 1 0 
Bacteria Firmicutes Bacilli Bacillales Planococcaceae Paenisporosarcina Paenisporosarcina antarctica 417367 	0 0 0 0 1 0 
Bacteria Bacteroidetes Sphingobacteriia Sphingobacteriales Sphingobacteriaceae Pedobacter Pedobacter ginsengisoli 363852 	0 0 0 0 3 0 
Bacteria Proteobacteria Alphaproteobacteria Rhizobiales NA Candidatus Hodgkinia Candidatus Hodgkinia 	573658 0 0 0 0 6 0 
Bacteria Bacteroidetes Cytophagia Cytophagales Cyclobacteriaceae Echinicola Echinicola rosea 1807691 	0 0 0 0 1 0 
Bacteria Actinobacteria Coriobacteriia Eggerthellales Eggerthellaceae Phoenicibacter Phoenicibacter congonensis 1944646 	0 0 0 0 9 0 
Bacteria Tenericutes Mollicutes Entomoplasmatales Spiroplasmataceae Spiroplasma Spiroplasma phoeniceum 47835 	0 0 0 0 3 0 
Bacteria Proteobacteria Gammaproteobacteria Alteromonadales Moritellaceae Moritella Moritella marina 90736 	0 0 0 0 1 0 
Bacteria Firmicutes Bacilli Bacillales Planococcaceae Jeotgalibacillus Jeotgalibacillus malaysiensis 1508404 	0 0 0 0 1 0 
Bacteria Proteobacteria Betaproteobacteria Neisseriales Neisseriaceae Eikenella Eikenella corrodens 539 	0 0 0 0 2 0 
Bacteria Proteobacteria Alphaproteobacteria Rhizobiales Rhizobiaceae Neorhizobium Neorhizobium sp. SOG26 	S 0.00000 0.00000 0.00000 0.00000 0.00002 0.00000 
Bacteria Proteobacteria Epsilonproteobacteria Campylobacterales Campylobacteraceae Campylobacter Campylobacter curvus 200 	0 0 0 0 5 0 
Bacteria Bacteroidetes Flavobacteriia Flavobacteriales Weeksellaceae Chryseobacterium Chryseobacterium sp. IHB 	17019 S 0.00000 0.00000 0.00000 0.00000 0.00002 0.00000 
Bacteria Firmicutes Bacilli Lactobacillales Lactobacillaceae Lactobacillus Lactobacillus rhamnosus 47715 	0 0 0 0 2 0 
Bacteria Firmicutes Bacilli Lactobacillales Streptococcaceae Streptococcus Streptococcus anginosus 1328 	0 0 0 0 2 0 
Bacteria Actinobacteria Actinobacteria Micromonosporales Micromonosporaceae Actinoplanes Actinoplanes derwentensis 113562 	0 0 0 0 2 0 
Eukaryota Ascomycota Schizosaccharomycetes Schizosaccharomycetales Schizosaccharomycetaceae Schizosaccharomyces Schizosaccharomyces pombe 4896 	0 0 0 0 1 0 
Bacteria Bacteroidetes Sphingobacteriia Sphingobacteriales Sphingobacteriaceae Pedobacter Pedobacter heparinus 984 	0 0 0 0 15 0 
Bacteria Proteobacteria Gammaproteobacteria Legionellales Legionellaceae Legionella Legionella endosymbiont of 	serrata S 0.00000 0.00000 0.00000 0.00000 0.00005 0.00000 
Bacteria Proteobacteria Alphaproteobacteria Rhizobiales Bradyrhizobiaceae Bosea Bosea sp. RAC05 	S 0.00000 0.00000 0.00000 0.00000 0.00002 0.00000 
Bacteria Proteobacteria Alphaproteobacteria Rhizobiales Bradyrhizobiaceae Bradyrhizobium Bradyrhizobium amphicarpaeae 1404768 	0 0 0 0 6 0 
Bacteria Proteobacteria Gammaproteobacteria Enterobacterales Hafniaceae Edwardsiella Edwardsiella ictaluri 67780 	0 0 0 0 1 0 
Bacteria Proteobacteria Alphaproteobacteria Sphingomonadales Sphingomonadaceae Sphingobium Sphingobium baderi 1332080 	0 0 0 0 3 0 
Bacteria Proteobacteria Deltaproteobacteria Desulfuromonadales Desulfuromonadaceae Pelobacter Pelobacter sp. SFB93 	S 0.00000 0.00000 0.00000 0.00000 0.00009 0.00000 
Bacteria Proteobacteria Betaproteobacteria Burkholderiales Comamonadaceae Acidovorax Acidovorax sp. RAC01 	S 0.00000 0.00000 0.00000 0.00000 0.00002 0.00000 
Bacteria Proteobacteria Gammaproteobacteria Enterobacterales Pectobacteriaceae Sodalis Sodalis endosymbiont of 	halophilus S 0.00000 0.00000 0.00000 0.00000 0.00038 0.00000 
Bacteria Proteobacteria Alphaproteobacteria Rickettsiales Anaplasmataceae Anaplasma Anaplasma ovis 142058 	0 0 0 0 1 0 
Bacteria Cyanobacteria NA Synechococcales Prochloraceae Prochlorococcus Prochlorococcus sp. MIT 	1501268 0 0 0 0 4 0 
Bacteria Cyanobacteria NA Synechococcales Prochloraceae Prochlorococcus Prochlorococcus sp. MIT 	1501269 0 0 0 0 4 0 
Bacteria Proteobacteria Alphaproteobacteria Caulobacterales Caulobacteraceae Brevundimonas Brevundimonas mediterranea 74329 	0 0 0 0 1 0 
Bacteria Proteobacteria Epsilonproteobacteria Campylobacterales Campylobacteraceae Campylobacter Campylobacter sputorum 206 	0 0 0 0 3 0 
Bacteria Firmicutes Bacilli Lactobacillales Lactobacillaceae Pediococcus Pediococcus pentosaceus 1255 	0 0 0 0 1 0 
Bacteria Proteobacteria Gammaproteobacteria Enterobacterales Morganellaceae Photorhabdus Photorhabdus laumondii 2218628 	0 0 0 0 1 0 
Bacteria Bacteroidetes Flavobacteriia Flavobacteriales Flavobacteriaceae Winogradskyella Winogradskyella sp. PG-2 	S 0.00000 0.00000 0.00000 0.00000 0.00007 0.00000 
Bacteria Proteobacteria Gammaproteobacteria Methylococcales Methylococcaceae Methylomonas Methylomonas methanica 421 	0 0 0 0 1 0 
Bacteria Firmicutes Bacilli Bacillales Bacillaceae Bacillus Bacillus cereus 1396 	0 0 0 0 243 0 
Bacteria Firmicutes Bacilli Bacillales Paenibacillaceae Brevibacillus Brevibacillus brevis 1393 	0 0 0 0 1 0 
Bacteria Proteobacteria Gammaproteobacteria Enterobacterales Enterobacteriaceae Escherichia Escherichia albertii 208962 	0 0 0 0 1 0 
Bacteria Proteobacteria Alphaproteobacteria Rhizobiales Bradyrhizobiaceae Nitrobacter Nitrobacter hamburgensis 912 	0 0 0 0 2 0 
Bacteria Fusobacteria Fusobacteriia Fusobacteriales Leptotrichiaceae Leptotrichia Leptotrichia sp. oral 	212 S 0.00000 0.00000 0.00000 0.00000 0.00066 0.00000 
Bacteria Proteobacteria Gammaproteobacteria Enterobacterales Enterobacteriaceae Klebsiella Klebsiella michiganensis 1134687 	0 0 0 0 10 0 
Bacteria Bacteroidetes Cytophagia Cytophagales Hymenobacteraceae Hymenobacter Hymenobacter sp. PAMC 	1484116 0 0 0 0 1 0 
Bacteria Proteobacteria Gammaproteobacteria Pseudomonadales Pseudomonadaceae Pseudomonas Pseudomonas putida 303 	0 0 0 0 16 0 
Bacteria Proteobacteria Gammaproteobacteria Orbales Orbaceae Gilliamella Gilliamella apicola 1196095 	0 0 0 0 5 0 
Bacteria Proteobacteria Betaproteobacteria Burkholderiales Burkholderiaceae Ralstonia Ralstonia solanacearum 305 	0 0 0 0 6 0 
Bacteria Bacteroidetes Chitinophagia Chitinophagales Chitinophagaceae Paraflavitalea Paraflavitalea soli 2315862 	0 0 0 0 1 0 
Bacteria Proteobacteria Betaproteobacteria Burkholderiales Burkholderiaceae Pandoraea Pandoraea vervacti 656178 	0 0 0 0 1 0 
Bacteria Proteobacteria Gammaproteobacteria Alteromonadales Idiomarinaceae NA Idiomarinaceae bacterium HL-53 	S 0.00000 0.00000 0.00000 0.00000 0.00005 0.00000 
Bacteria Actinobacteria Actinobacteria Micrococcales Beutenbergiaceae Miniimonas Miniimonas sp. S16 	S 0.00000 0.00000 0.00000 0.00000 0.00005 0.00000 
Bacteria Proteobacteria Gammaproteobacteria Pasteurellales Pasteurellaceae Haemophilus Haemophilus sp. oral 	036 S 0.00000 0.00000 0.00000 0.00000 0.00056 0.00000 
Bacteria Actinobacteria Actinobacteria Streptosporangiales Thermomonosporaceae Actinomadura Actinomadura sp. WMMB 	2650775 0 0 0 0 12 0 
Bacteria Fusobacteria Fusobacteriia Fusobacteriales Leptotrichiaceae Leptotrichia Leptotrichia hongkongensis 554406 	0 0 0 0 1 0 
Bacteria Firmicutes Bacilli Bacillales Bacillaceae Bacillus Bacillus xiamenensis 1178537 	0 0 0 0 2 0 
Archaea Thaumarchaeota NA NA NA Candidatus Nitrosotalea Candidatus Nitrosotalea 	1903276 0 0 0 0 1 0 
Bacteria Proteobacteria Alphaproteobacteria Rhizobiales Bradyrhizobiaceae Bradyrhizobium Bradyrhizobium symbiodeficiens 1404367 	0 0 0 0 3 0 
Bacteria Proteobacteria Alphaproteobacteria Sphingomonadales Sphingomonadaceae Sphingomonas Sphingomonas sp. LM7 	S 0.00000 0.00000 0.00000 0.00000 0.00179 0.00000 
Bacteria Actinobacteria Actinobacteria Micromonosporales Micromonosporaceae Micromonospora Micromonospora zamorensis 709883 	0 0 0 0 1 0 
Bacteria Actinobacteria Actinobacteria Propionibacteriales Nocardioidaceae Nocardioides Nocardioides sp. S-1144 	S 0.00000 0.00000 0.00000 0.00000 0.00014 0.00000 
Bacteria Fusobacteria Fusobacteriia Fusobacteriales Leptotrichiaceae Leptotrichia Leptotrichia hofstadii 157688 	0 0 0 0 2 0 
Bacteria Firmicutes Bacilli Bacillales Bacillaceae Bacillus Bacillus subtilis 1423 	0 0 0 0 6 0 
Bacteria Fusobacteria Fusobacteriia Fusobacteriales Fusobacteriaceae Fusobacterium Fusobacterium gonidiaformans 849 	0 0 0 0 1 0 
Bacteria Proteobacteria Alphaproteobacteria Rhizobiales Phyllobacteriaceae Mesorhizobium Mesorhizobium japonicum 2066070 	0 0 0 0 7 0 
Eukaryota Apicomplexa Aconoidasida Piroplasmida Theileriidae Theileria Theileria orientalis 68886 	0 0 0 0 1 0 
Bacteria Actinobacteria Actinobacteria Streptomycetales Streptomycetaceae Streptomyces Streptomyces pristinaespiralis 38300 	0 0 0 0 93 0 
Bacteria Bacteroidetes Cytophagia Cytophagales Hymenobacteraceae Pontibacter Pontibacter russatus 2694929 	0 0 0 0 1 0 
Bacteria Cyanobacteria NA Chroococcales Chroococcaceae Geminocystis Geminocystis sp. NIES-3708 	S 0.00000 0.00000 0.00000 0.00000 0.00005 0.00000 
Bacteria Actinobacteria Actinobacteria Micrococcales Intrasporangiaceae Phycicoccus Phycicoccus dokdonensis 443156 	0 0 0 0 134 0 
Eukaryota Ascomycota Saccharomycetes Saccharomycetales Saccharomycetaceae Tetrapisispora Tetrapisispora phaffii 113608 	0 0 0 0 2 0 
Bacteria Firmicutes Clostridia Clostridiales Hungateiclostridiaceae Hungateiclostridium Hungateiclostridium clariflavum 288965 	0 0 0 0 1 0 
Bacteria Proteobacteria Alphaproteobacteria Rhizobiales Bradyrhizobiaceae Bradyrhizobium Bradyrhizobium guangzhouense 1325095 	0 0 0 0 4 0 
Bacteria Firmicutes Negativicutes Selenomonadales Sporomusaceae Sporomusa Sporomusa termitida 2377 	0 0 0 0 1 0 
Bacteria Firmicutes Bacilli Lactobacillales Enterococcaceae Tetragenococcus Tetragenococcus osmophilus 526944 	0 0 0 0 1 0 
Bacteria Proteobacteria Gammaproteobacteria Enterobacterales Hafniaceae Hafnia Hafnia paralvei 546367 	0 0 0 0 1 0 
Bacteria Firmicutes Bacilli Lactobacillales Streptococcaceae Streptococcus Streptococcus pasteurianus 197614 	0 0 0 0 3 0 
Bacteria Proteobacteria Gammaproteobacteria Pseudomonadales Pseudomonadaceae Pseudomonas Pseudomonas sp. R32 	S 0.00000 0.00000 0.00000 0.00000 0.00002 0.00000 
Bacteria Actinobacteria Actinobacteria Propionibacteriales Nocardioidaceae Friedmanniella Friedmanniella sagamiharensis 546874 	0 0 0 0 11 0 
Bacteria Bacteroidetes Flavobacteriia Flavobacteriales Flavobacteriaceae Olleya Olleya aquimaris 639310 	0 0 0 0 2 0 
Bacteria Proteobacteria Betaproteobacteria Rhodocyclales Rhodocyclaceae Aromatoleum Aromatoleum aromaticum 551760 	0 0 0 0 4 0 
Bacteria Proteobacteria Gammaproteobacteria Xanthomonadales Xanthomonadaceae Luteimonas Luteimonas granuli 1176533 	0 0 0 0 1 0 
Bacteria Firmicutes Bacilli Lactobacillales Lactobacillaceae Lactobacillus Lactobacillus fuchuensis 164393 	0 0 0 0 2 0 
Bacteria Proteobacteria Alphaproteobacteria Rhodobacterales Rhodobacteraceae Pannonibacter Pannonibacter phragmitetus 121719 	0 0 0 0 1 0 
Eukaryota Ascomycota Sordariomycetes Sordariales Sordariaceae Neurospora Neurospora crassa 5141 	0 0 0 0 2 0 
Bacteria Proteobacteria Gammaproteobacteria Alteromonadales Colwelliaceae Colwellia Colwellia sp. PAMC 	1816218 0 0 0 0 1 0 
Bacteria Spirochaetes Spirochaetia Brachyspirales Brachyspiraceae Brachyspira Brachyspira pilosicoli 52584 	0 0 0 0 2 0 
Bacteria Firmicutes Clostridia Clostridiales Eubacteriaceae Eubacterium Eubacterium limosum 1736 	0 0 0 0 1 0 
Bacteria Bacteroidetes Bacteroidia Bacteroidales Barnesiellaceae Barnesiella Barnesiella viscericola 397865 	0 0 0 0 2 0 
Bacteria Cyanobacteria NA Nostocales Nostocaceae Nostoc Nostoc carneum 374162 	0 0 0 0 1 0 
Bacteria Proteobacteria Gammaproteobacteria Pasteurellales Pasteurellaceae Aggregatibacter Aggregatibacter aphrophilus 732 	0 0 0 0 1 0 
Eukaryota Apicomplexa Aconoidasida Piroplasmida Babesiidae Babesia Babesia microti 5868 	0 0 0 0 1 0 
Bacteria Firmicutes Clostridia Clostridiales Peptococcaceae NA Peptococcaceae bacterium DCMF 	S 0.00000 0.00000 0.00000 0.00000 0.00005 0.00000 
Bacteria Proteobacteria Gammaproteobacteria Enterobacterales Enterobacteriaceae NA secondary endosymbiont of 	eucalypti S 0.00000 0.00000 0.00000 0.00000 0.00002 0.00000 
Bacteria Bacteroidetes Flavobacteriia Flavobacteriales Flavobacteriaceae Capnocytophaga Capnocytophaga sp. oral 	878 S 0.00000 0.00000 0.00000 0.00000 0.00021 0.00000 
Bacteria Actinobacteria Actinobacteria Nakamurellales Nakamurellaceae Nakamurella Nakamurella sp. s14-144 	S 0.00000 0.00000 0.00000 0.00000 0.00348 0.00000 
Archaea Euryarchaeota Methanobacteria Methanobacteriales Methanobacteriaceae Methanobrevibacter Methanobrevibacter sp. AbM4 	S 0.00000 0.00000 0.00000 0.00000 0.00002 0.00000 
Bacteria Proteobacteria Gammaproteobacteria Enterobacterales Yersiniaceae Yersinia Yersinia frederiksenii 29484 	0 0 0 0 1 0 
Bacteria Proteobacteria Gammaproteobacteria Enterobacterales Yersiniaceae Chania Chania multitudinisentens 1639108 	0 0 0 0 1 0 
Bacteria Proteobacteria Gammaproteobacteria Enterobacterales Enterobacteriaceae Atlantibacter Atlantibacter hermannii 565 	0 0 0 0 1 0 
Eukaryota Ascomycota Sordariomycetes Sordariales Chaetomiaceae Thermothelomyces Thermothelomyces thermophilus 78579 	0 0 0 0 2 0 
Bacteria Actinobacteria Actinobacteria Corynebacteriales Mycobacteriaceae Mycobacterium Mycobacterium noviomagense 459858 	0 0 0 0 1 0 
Bacteria Bacteroidetes Bacteroidia Bacteroidales Muribaculaceae NA Muribaculaceae bacterium DSM 	2652307 0 0 0 0 13 0 
Bacteria Firmicutes Bacilli Lactobacillales Lactobacillaceae Lactobacillus Lactobacillus plantarum 1590 	0 0 0 0 4 0 
Bacteria Firmicutes Bacilli Lactobacillales Leuconostocaceae Leuconostoc Leuconostoc citreum 33964 	0 0 0 0 1 0 
Bacteria Firmicutes Tissierellia Tissierellales Peptoniphilaceae Peptoniphilus Peptoniphilus harei 54005 	0 0 0 0 1 0 
Archaea Euryarchaeota Methanococci Methanococcales Methanocaldococcaceae Methanotorris Methanotorris igneus 2189 	0 0 0 0 1 0 
Bacteria Proteobacteria Alphaproteobacteria Rhizobiales Hyphomicrobiaceae Blastochloris Blastochloris tepida 2233851 	0 0 0 0 1 0 
Bacteria Chloroflexi Anaerolineae Anaerolineales Anaerolineaceae NA Anaerolineaceae bacterium oral 	439 S 0.00000 0.00000 0.00000 0.00000 0.00002 0.00000 
Bacteria Tenericutes Mollicutes Mycoplasmatales Mycoplasmataceae Mycoplasma Mycoplasma canadense 29554 	0 0 0 0 1 0 
Bacteria Proteobacteria Gammaproteobacteria Enterobacterales Enterobacteriaceae Limnobaculum Limnobaculum parvum 2172103 	0 0 0 0 1 0 
Bacteria Proteobacteria Gammaproteobacteria Pseudomonadales Pseudomonadaceae Pseudomonas Pseudomonas azotoformans 47878 	0 0 0 0 1 0 
Bacteria Cyanobacteria NA Synechococcales Leptolyngbyaceae Leptolyngbya Leptolyngbya boryana 1184 	0 0 0 0 1 0 
Bacteria Actinobacteria Actinobacteria Corynebacteriales Mycobacteriaceae Mycolicibacterium Mycolicibacterium chubuense 1800 	0 0 0 0 1 0 
Bacteria Proteobacteria Gammaproteobacteria Pasteurellales Pasteurellaceae Haemophilus Haemophilus influenzae 727 	0 0 0 0 21 0 
Bacteria Proteobacteria Alphaproteobacteria Sphingomonadales Sphingomonadaceae Sphingomonas Sphingomonas sp. HKS19 	S 0.00000 0.00000 0.00000 0.00000 0.00174 0.00000 
Bacteria Proteobacteria Gammaproteobacteria Pseudomonadales Moraxellaceae Acinetobacter Acinetobacter wuhouensis 1879050 	0 0 0 0 3 0 
Bacteria Actinobacteria Actinobacteria Propionibacteriales Propionibacteriaceae Propionibacterium Propionibacterium freudenreichii 1744 	0 0 0 0 1 0 
Bacteria Firmicutes Clostridia Clostridiales Eubacteriaceae Eubacterium [Eubacterium] cellulosolvens 29322 	0 0 0 0 18 0 
Viruses Uroviricota Caudoviricetes Caudovirales Siphoviridae NA Cyanophage PSS2 658401 	0 0 0 0 1 0 
Bacteria Actinobacteria Nitriliruptoria Egicoccales Egicoccaceae Egicoccus Egicoccus halophilus 1670830 	0 0 0 0 1 0 
Eukaryota Basidiomycota Ustilaginomycetes Ustilaginales Ustilaginaceae Ustilago Ustilago maydis 5270 	0 0 0 0 1 0 
Bacteria Actinobacteria Actinobacteria Streptomycetales Streptomycetaceae Streptomyces Streptomyces aquilus 2548456 	0 0 0 0 8 0 
Bacteria Cyanobacteria NA Oscillatoriales Microcoleaceae Planktothrix Planktothrix agardhii 1160 	0 0 0 0 2 0 
Bacteria Proteobacteria Gammaproteobacteria Enterobacterales Enterobacteriaceae Citrobacter Citrobacter rodentium 67825 	0 0 0 0 1 0 
Bacteria Proteobacteria Deltaproteobacteria Desulfovibrionales Desulfomicrobiaceae Desulfomicrobium Desulfomicrobium orale 132132 	0 0 0 0 1 0 
Bacteria Proteobacteria Gammaproteobacteria Enterobacterales Enterobacteriaceae Citrobacter Citrobacter werkmanii 67827 	0 0 0 0 20 0 
Bacteria Spirochaetes Spirochaetia Spirochaetales Spirochaetaceae Treponema Treponema denticola 158 	0 0 0 0 1 0 
Bacteria Cyanobacteria NA Oscillatoriales Microcoleaceae Trichodesmium Trichodesmium erythraeum 1206 	0 0 0 0 9 0 
Bacteria Firmicutes Bacilli Bacillales Staphylococcaceae Staphylococcus Staphylococcus pseudintermedius 283734 	0 0 0 0 12 0 
Bacteria Proteobacteria Betaproteobacteria Burkholderiales Oxalobacteraceae Janthinobacterium Janthinobacterium sp. 1_2014MBL_MicDiv 	S 0.00000 0.00000 0.00000 0.00000 0.00005 0.00000 
Bacteria Proteobacteria Alphaproteobacteria Rickettsiales Rickettsiaceae Rickettsia Rickettsia peacockii 47589 	0 0 0 0 1 0 
Bacteria Firmicutes Bacilli Bacillales Planococcaceae Planococcus Planococcus versutus 1302659 	0 0 0 0 1 0 
Bacteria Cyanobacteria NA Synechococcales Synechococcaceae Synechococcus Synechococcus sp. PCC 	195250 0 0 0 0 1 0 
Bacteria Firmicutes Tissierellia Tissierellales Peptoniphilaceae Anaerococcus Anaerococcus prevotii 33034 	0 0 0 0 4 0 
Bacteria Proteobacteria Gammaproteobacteria Enterobacterales Pectobacteriaceae Dickeya Dickeya sp. NCPPB 	568766 0 0 0 0 1 0 
Bacteria Proteobacteria Gammaproteobacteria Enterobacterales Erwiniaceae Pantoea Pantoea vagans 470934 	0 0 0 0 1 0 
Bacteria Proteobacteria Alphaproteobacteria Sphingomonadales Sphingomonadaceae Sphingomonas Sphingomonas sp. FARSPH 	S 0.00000 0.00000 0.00000 0.00000 0.00188 0.00000 
Bacteria Firmicutes Bacilli Bacillales Planococcaceae Planococcus Planococcus sp. PAMC 	1526927 0 0 0 0 1 0 
Bacteria Bacteroidetes Flavobacteriia Flavobacteriales Flavobacteriaceae Antarcticibacterium Antarcticibacterium flavum 2058175 	0 0 0 0 1 0 
Bacteria Proteobacteria Gammaproteobacteria Enterobacterales Morganellaceae Xenorhabdus Xenorhabdus bovienii 40576 	0 0 0 0 1 0 
Bacteria Firmicutes Clostridia Clostridiales Clostridiaceae Clostridium Clostridium acetobutylicum 1488 	0 0 0 0 1 0 
Bacteria Proteobacteria Alphaproteobacteria Sphingomonadales Sphingomonadaceae Novosphingobium Novosphingobium resinovorum 158500 	0 0 0 0 1 0 
Bacteria Bacteroidetes Flavobacteriia Flavobacteriales Weeksellaceae Elizabethkingia Elizabethkingia meningoseptica 238 	0 0 0 0 1 0 
Bacteria Proteobacteria Alphaproteobacteria Rhizobiales Cohaesibacteraceae Breoghania Breoghania sp. L-A4 	S 0.00000 0.00000 0.00000 0.00000 0.00002 0.00000 
Bacteria Actinobacteria Actinobacteria Geodermatophilales Geodermatophilaceae Blastococcus Blastococcus saxobsidens 138336 	0 0 0 0 10 0 
Bacteria Bacteroidetes Flavobacteriia Flavobacteriales Flavobacteriaceae Flavobacterium Flavobacterium pallidum 2172098 	0 0 0 0 16 0 
Bacteria Firmicutes Bacilli Lactobacillales Enterococcaceae Vagococcus Vagococcus sp. MN-17 	S 0.00000 0.00000 0.00000 0.00000 0.00002 0.00000 
Bacteria Proteobacteria Alphaproteobacteria Rhizobiales Bartonellaceae Bartonella Bartonella australis 388640 	0 0 0 0 1 0 
Bacteria Cyanobacteria NA Nostocales NA NA Nostocales cyanobacterium HT-58-2 	S 0.00000 0.00000 0.00000 0.00000 0.00002 0.00000 
Bacteria Bacteroidetes Flavobacteriia Flavobacteriales Weeksellaceae Chryseobacterium Chryseobacterium sp. StRB126 	S 0.00000 0.00000 0.00000 0.00000 0.00005 0.00000 
Bacteria Proteobacteria Alphaproteobacteria Rhizobiales Hyphomicrobiaceae Pelagibacterium Pelagibacterium halotolerans 531813 	0 0 0 0 1 0 
Eukaryota Apicomplexa Conoidasida Eucoccidiorida Sarcocystidae Neospora Neospora caninum 29176 	0 0 0 0 3 0 
Bacteria Firmicutes Clostridia Clostridiales Peptococcaceae Desulfosporosinus Desulfosporosinus orientis 1563 	0 0 0 0 1 0 
Bacteria Proteobacteria Gammaproteobacteria Alteromonadales Pseudoalteromonadaceae Pseudoalteromonas Pseudoalteromonas luteoviolacea 43657 	0 0 0 0 1 0 
Bacteria Fusobacteria Fusobacteriia Fusobacteriales Fusobacteriaceae Fusobacterium Fusobacterium pseudoperiodonticum 2663009 	0 0 0 0 14 0 
Bacteria Proteobacteria Alphaproteobacteria Rhodobacterales Rhodobacteraceae Tateyamaria Tateyamaria omphalii 299262 	0 0 0 0 1 0 
Bacteria Firmicutes Clostridia Thermoanaerobacterales Thermoanaerobacterales Family III. Incertae Sedis 	Caldicellulosiruptor 52766 0 0 0 0 1 0 
Bacteria Bacteroidetes Flavobacteriia Flavobacteriales Flavobacteriaceae Flavobacterium Flavobacterium sangjuense 2518177 	0 0 0 0 11 0 
Eukaryota Chordata Mammalia Primates Hominidae Homo Homo sapiens 9606 	0 0 0 0 171 0 
Bacteria Firmicutes Bacilli Lactobacillales Lactobacillaceae Lactobacillus Lactobacillus zymae 267363 	0 0 0 0 1 0 
Bacteria Firmicutes Bacilli Lactobacillales Streptococcaceae Streptococcus Streptococcus cristatus 45634 	0 0 0 0 2 0 
Bacteria Proteobacteria Alphaproteobacteria Sphingomonadales Sphingomonadaceae Sphingomonas Sphingomonas panacis 1560345 	0 0 0 0 1 0 
Bacteria Bacteroidetes Flavobacteriia Flavobacteriales Flavobacteriaceae Flavobacterium Flavobacterium haoranii 683124 	0 0 0 0 61 0 
Bacteria Firmicutes Clostridia Clostridiales Ruminococcaceae NA Ruminococcaceae bacterium CPB6 	S 0.00000 0.00000 0.00000 0.00000 0.00002 0.00000 
Bacteria Proteobacteria Betaproteobacteria Neisseriales Neisseriaceae Neisseria Neisseria meningitidis 487 	0 0 0 0 20 0 
Bacteria Proteobacteria Betaproteobacteria Neisseriales Neisseriaceae Neisseria Neisseria lactamica 486 	0 0 0 0 44 0 
Bacteria Proteobacteria Betaproteobacteria Neisseriales Neisseriaceae Neisseria Neisseria gonorrhoeae 485 	0 0 0 0 2 0 
Bacteria Proteobacteria Betaproteobacteria Neisseriales Neisseriaceae Neisseria Neisseria cinerea 483 	0 0 0 0 470 0 
Bacteria Firmicutes Bacilli Bacillales Staphylococcaceae Staphylococcus Staphylococcus sp. M0911 	S 0.00000 0.00000 0.00000 0.00000 0.00002 0.00000 
Bacteria Proteobacteria Gammaproteobacteria Pseudomonadales Moraxellaceae Acinetobacter Acinetobacter sp. LoGeW2-3 	S 0.00000 0.00000 0.00000 0.00000 0.00002 0.00000 
Bacteria Cyanobacteria NA Chroococcales Microcystaceae Microcystis Microcystis viridis 44822 	0 0 0 0 3 0 
Bacteria Proteobacteria Alphaproteobacteria Sphingomonadales Sphingomonadaceae Sphingomonas Sphingomonas wittichii 160791 	0 0 0 0 7 0 
